Version ID	Master ID	Skeletal code	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
NA18528.SG	NA18528	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145029	F	n/a (female)	n/a (female)	..	PASS	..
NA18530.SG	NA18530	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1011343	M	O-CTS5308	O2a2b1a1a1a4a1	..	PASS	..
NA18531.SG	NA18531	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144158	F	n/a (female)	n/a (female)	..	PASS	..
NA18532.SG	NA18532	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146074	F	n/a (female)	n/a (female)	..	PASS	..
NA18533.SG	NA18533	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143295	F	n/a (female)	n/a (female)	..	PASS	..
NA18534.SG	NA18534	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1033412	M	O-F1247	O1b1a2b	..	PASS	..
NA18535.SG	NA18535	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1123505	F	n/a (female)	n/a (female)	..	PASS	..
NA18536.SG	NA18536	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146954	M	O-F619	O1a1a1a1a1a1	..	PASS	..
NA18537.SG	NA18537	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1006056	F	n/a (female)	n/a (female)	..	PASS	..
NA18538.SG	NA18538	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1122913	F	n/a (female)	n/a (female)	..	PASS	..
NA18539.SG	NA18539	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1031992	F	n/a (female)	n/a (female)	..	PASS	..
NA18541.SG	NA18541	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1121738	F	n/a (female)	n/a (female)	..	PASS	..
NA18542.SG	NA18542	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146912	F	n/a (female)	n/a (female)	..	PASS	..
NA18543.SG	NA18543	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147514	M	O-Y7110	O2a2b1a2a1a1b1b	..	PASS	..
NA18544.SG	NA18544	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1139821	M	O-IMS-JST002611	O2a	..	PASS	..
NA18545.SG	NA18545	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1120660	F	n/a (female)	n/a (female)	..	PASS	..
NA18546.SG	NA18546	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146398	M	O-F634	O2a2b1a2a1a1a2	..	PASS	..
NA18547.SG	NA18547	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143253	F	n/a (female)	n/a (female)	..	PASS	..
NA18548.SG	NA18548	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1135652	M	O-MF1380	O2a2b1	..	PASS	..
NA18549.SG	NA18549	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143553	M	G-Z724	G2a2b2a1a1c1	..	PASS	..
NA18550.SG	NA18550	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1139607	F	n/a (female)	n/a (female)	..	PASS	..
NA18552.SG	NA18552	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1132923	F	n/a (female)	n/a (female)	..	PASS	..
NA18553.SG	NA18553	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1135099	F	n/a (female)	n/a (female)	..	PASS	..
NA18555.SG	NA18555	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1136619	F	n/a (female)	n/a (female)	..	PASS	..
NA18557.SG	NA18557	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144059	M	O-M1706	O2a2b1	..	PASS	..
NA18558.SG	NA18558	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145805	M	N-Z4784	N1b	..	PASS	..
NA18559.SG	NA18559	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1138716	M	O-F11	O2a1b1a1a1a	..	PASS	..
NA18560.SG	NA18560	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1121960	F	n/a (female)	n/a (female)	..	PASS	..
NA18561.SG	NA18561	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1136111	M	O-Y24057	O1b2a1a2a1	..	PASS	..
NA18562.SG	NA18562	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1130815	M	O-F14411	O2a2b1a2a1a1a1	..	PASS	..
NA18563.SG	NA18563	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1142175	M	O-CTS9259	O1b2a1	..	PASS	..
NA18564.SG	NA18564	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147747	F	n/a (female)	n/a (female)	..	PASS	..
NA18565.SG	NA18565	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1119597	F	n/a (female)	n/a (female)	..	PASS	..
NA18566.SG	NA18566	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1138945	F	n/a (female)	n/a (female)	..	PASS	..
NA18567.SG	NA18567	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1128313	F	n/a (female)	n/a (female)	..	PASS	..
NA18570.SG	NA18570	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144974	F	n/a (female)	n/a (female)	..	PASS	..
NA18571.SG	NA18571	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1134062	F	n/a (female)	n/a (female)	..	PASS	..
NA18572.SG	NA18572	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1042709	M	O-F634	O2a2b1a2a1a1a2	..	PASS	..
NA18573.SG	NA18573	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143727	F	n/a (female)	n/a (female)	..	PASS	..
NA18574.SG	NA18574	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1095008	F	n/a (female)	n/a (female)	..	PASS	..
NA18577.SG	NA18577	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147633	F	n/a (female)	n/a (female)	..	PASS	..
NA18579.SG	NA18579	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147080	F	n/a (female)	n/a (female)	..	PASS	..
NA18582.SG	NA18582	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145693	F	n/a (female)	n/a (female)	..	PASS	..
NA18591.SG	NA18591	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1131195	F	n/a (female)	n/a (female)	..	PASS	..
NA18592.SG	NA18592	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143452	F	n/a (female)	n/a (female)	..	PASS	..
NA18593.SG	NA18593	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143736	F	n/a (female)	n/a (female)	..	PASS	..
NA18595.SG	NA18595	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146286	F	n/a (female)	n/a (female)	..	PASS	..
NA18596.SG	NA18596	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144895	F	n/a (female)	n/a (female)	..	PASS	..
NA18597.SG	NA18597	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146689	F	n/a (female)	n/a (female)	..	PASS	..
NA18599.SG	NA18599	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147106	F	n/a (female)	n/a (female)	..	PASS	..
NA18602.SG	NA18602	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1008565	F	n/a (female)	n/a (female)	..	PASS	..
NA18603.SG	NA18603	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1148347	M	O-F779	O1b1a2	..	PASS	..
NA18605.SG	NA18605	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147208	M	O-F915	O2a1a1b	..	PASS	..
NA18606.SG	NA18606	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145580	M	O-F533	O1a1a1a1a1a	..	PASS	..
NA18608.SG	NA18608	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147166	M	N-Z4784	N1b	..	PASS	..
NA18609.SG	NA18609	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	994779	M	O-F14411	O2a2b1a2a1a1a1	..	PASS	..
NA18610.SG	NA18610	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1136964	F	n/a (female)	n/a (female)	..	PASS	..
NA18611.SG	NA18611	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1067390	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
NA18612.SG	NA18612	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144878	M	C-CTS3385	C2b1a2b	..	PASS	..
NA18613.SG	NA18613	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	983074	M	N-F1154	N1a2a	..	PASS	..
NA18614.SG	NA18614	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147603	F	n/a (female)	n/a (female)	..	PASS	..
NA18615.SG	NA18615	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1073318	F	n/a (female)	n/a (female)	..	PASS	..
NA18616.SG	NA18616	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1113693	F	n/a (female)	n/a (female)	..	PASS	..
NA18617.SG	NA18617	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1131791	F	n/a (female)	n/a (female)	..	PASS	..
NA18618.SG	NA18618	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	981456	F	n/a (female)	n/a (female)	..	PASS	..
NA18619.SG	NA18619	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1030601	F	n/a (female)	n/a (female)	..	PASS	..
NA18620.SG	NA18620	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1133556	M	C-F3735	C2b1a2a1a	..	PASS	..
NA18621.SG	NA18621	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144546	M	O-M188	O2a2a	..	PASS	..
NA18622.SG	NA18622	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1148531	M	O-M1706	O2a2b1	..	PASS	..
NA18623.SG	NA18623	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1149232	M	O-CTS320	O2a2b1a1a1b	..	PASS	..
NA18624.SG	NA18624	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147293	M	O-M1706	O2a2b1	..	PASS	..
NA18625.SG	NA18625	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1136557	F	n/a (female)	n/a (female)	..	PASS	..
NA18626.SG	NA18626	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1148432	F	n/a (female)	n/a (female)	..	PASS	..
NA18627.SG	NA18627	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147428	F	n/a (female)	n/a (female)	..	PASS	..
NA18628.SG	NA18628	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1113218	F	n/a (female)	n/a (female)	..	PASS	..
NA18629.SG	NA18629	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1131030	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
NA18630.SG	NA18630	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	958116	F	n/a (female)	n/a (female)	..	PASS	..
NA18631.SG	NA18631	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1037470	F	n/a (female)	n/a (female)	..	PASS	..
NA18632.SG	NA18632	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147248	M	O-M307	O1a	..	PASS	..
NA18633.SG	NA18633	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147331	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
NA18634.SG	NA18634	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1097682	F	n/a (female)	n/a (female)	..	PASS	..
NA18635.SG	NA18635	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1139485	M	O-Y12	O2a2b1	..	PASS	..
NA18636.SG	NA18636	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147952	M	O-F2924	O1b1a1a1a1	..	PASS	..
NA18637.SG	NA18637	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1147222	M	O-F779	O1b1a2	..	PASS	..
NA18638.SG	NA18638	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145715	M	O-PK4	O1b1a1	..	PASS	..
NA18639.SG	NA18639	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1107869	M	N-CTS4714	N1b2a1~	..	PASS	..
NA18640.SG	NA18640	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1143333	F	n/a (female)	n/a (female)	..	PASS	..
NA18641.SG	NA18641	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146452	F	n/a (female)	n/a (female)	..	PASS	..
NA18642.SG	NA18642	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1102045	F	n/a (female)	n/a (female)	..	PASS	..
NA18643.SG	NA18643	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1126787	M	O-CTS3776	O2a2b1a2a1a1b	..	PASS	..
NA18644.SG	NA18644	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1113440	F	n/a (female)	n/a (female)	..	PASS	..
NA18645.SG	NA18645	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1135983	M	R-M12149	R1b1a1b1b	..	PASS	..
NA18646.SG	NA18646	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1133478	F	n/a (female)	n/a (female)	..	PASS	..
NA18647.SG	NA18647	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146192	M	O-Y14027	O1a	..	PASS	..
NA18648.SG	NA18648	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1110787	M	O-CTS335	O2a2b1a2a1a1b1b2b2a	..	PASS	..
NA18740.SG	NA18740	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1146443	M	O-M307	O1a	..	PASS	..
NA18745.SG	NA18745	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1119101	M	O-CTS3709	O2a1a1a1	..	PASS	..
NA18747.SG	NA18747	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1139897	M	N-CTS142	N1b1a1a~	..	PASS	..
NA18748.SG	NA18748	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1136084	M	N-Z4784	N1b	..	PASS	..
NA18749.SG	NA18749	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1145406	M	C-CTS4449	C2b1a1a1b~	..	PASS	..
NA18757.SG	NA18757	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1131398	M	O-M1706	O2a2b1	..	PASS	..
HG00403.SG	HG00403	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	936174	M	O-F11	O2a1b1a1a1a	..	PASS	..
HG00404.SG	HG00404	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1082707	F	n/a (female)	n/a (female)	..	PASS	..
HG00406.SG	HG00406	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1134567	M	O-CTS1456	O1b1a2	..	PASS	..
HG00407.SG	HG00407	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1138118	F	n/a (female)	n/a (female)	..	PASS	..
HG00409.SG	HG00409	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1148541	M	O-M1706	O2a2b1	..	PASS	..
HG00410.SG	HG00410	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1149084	F	n/a (female)	n/a (female)	..	PASS	..
HG00419.SG	HG00419	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146152	F	n/a (female)	n/a (female)	..	PASS	..
HG00421.SG	HG00421	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146049	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
HG00422.SG	HG00422	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147782	F	n/a (female)	n/a (female)	..	PASS	..
HG00428.SG	HG00428	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1148139	F	n/a (female)	n/a (female)	..	PASS	..
HG00436.SG	HG00436	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	993809	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
HG00437.SG	HG00437	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1148343	F	n/a (female)	n/a (female)	..	PASS	..
HG00442.SG	HG00442	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1148477	M	O-CTS350	O1b1a1a2	..	PASS	..
HG00443.SG	HG00443	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147105	F	n/a (female)	n/a (female)	..	PASS	..
HG00445.SG	HG00445	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147009	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
HG00446.SG	HG00446	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147194	F	n/a (female)	n/a (female)	..	PASS	..
HG00448.SG	HG00448	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146686	M	O-L599	O2a1a1a1a1	..	PASS	..
HG00449.SG	HG00449	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1099899	F	n/a (female)	n/a (female)	..	PASS	..
HG00451.SG	HG00451	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1141801	M	O-F632	O2a1b1a1a1a1a	..	PASS	..
HG00452.SG	HG00452	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1142953	F	n/a (female)	n/a (female)	..	PASS	..
HG00457.SG	HG00457	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1141939	M	O-PK4	O1b1a1	..	PASS	..
HG00458.SG	HG00458	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146392	F	n/a (female)	n/a (female)	..	PASS	..
HG00463.SG	HG00463	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1124211	M	O-CTS3709	O2a1a1a1	..	PASS	..
HG00464.SG	HG00464	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1130382	F	n/a (female)	n/a (female)	..	PASS	..
HG00472.SG	HG00472	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147805	M	O-F1894	O2a1b1a2a1a1	..	PASS	..
HG00473.SG	HG00473	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147235	F	n/a (female)	n/a (female)	..	PASS	..
HG00475.SG	HG00475	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1147069	M	O-CTS3709	O2a1a1a1	..	PASS	..
HG00476.SG	HG00476	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1144662	F	n/a (female)	n/a (female)	..	PASS	..
HG00478.SG	HG00478	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1145870	M	O-CTS3709	O2a1a1a1	..	PASS	..
HG00479.SG	HG00479	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146698	F	n/a (female)	n/a (female)	..	PASS	..
HG00500.SG	HG00500	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1109971	M	O-CTS3709	O2a1a1a1	..	PASS	..
HG00501.SG	HG00501	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1118119	F	n/a (female)	n/a (female)	..	PASS	..
HG00513.SG	HG00513	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1044397	F	n/a (female)	n/a (female)	..	PASS	..
HG00524.SG	HG00524	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1024092	M	O-Y142071	O2a2b1a2a1a1b1b2b2a	..	PASS	..
HG00525.SG	HG00525	..	1KGPhase3	Modern	0	0	present	CHS.SG	Southern Han	China	..	..	Shotgun	..	1146904	F	n/a (female)	n/a (female)	..	PASS	..
HG00530.SG	HG00530	..	1KGPhase3	Modern	0	0	present	CHS_o.SG	Southern Han	China	..	..	Shotgun	..	795162	M	O-K4	O1b2a1a2	..	PASS	..
HG00531.SG	HG00531	..	1KGPhase3	Modern	0	0	present	CHS_o.SG	Southern Han	China	..	..	Shotgun	..	792762	F	n/a (female)	n/a (female)	..	PASS	..
