Index	Version ID	Master ID	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Y haplogroup in terminal mutation notation (automatically called)	mt haplogroup	Method for Determining Date (including any warnings)	Data type	SNP >=30000	Not questionable	 Not 1d relative of another high coverage sample	1240k data	UDG treated or modern or expected low damage due to diploid consensus calling	Coarse Subregion	Fine Subregion	Period	P-value for qpAdm (2-way model) (Balkan_N new)	EEF (2-way model)	EEF err. (2-way model)	P-value for qpAdm (3-way model)	WHG (3-way model)	EEF (3-way model)	Steppe (3-way model)	WHG err. (3-way model)	EEF err. (3-way model)	Steppe err. (3-way model)	Z-score for non-zero Steppe ancestry	Maximum P-value for 2-way and 3-way qpAdm	Filter 0: >=30000 SNPs, PASS assessment, relevant period, not a first degree relative of higher coverage individuals)	Filter 1: Filter 0 plus p>0.01 qpAdm 3-way or qpAdm 2-way	Filter 1 alternative: Version of Filter 1 but with subregional classifications in the Iron Age	"Filter 2: Filter 1 +  significant outliers by qpWave from other individuals of the comparison group that are not labeled as ""Ignore"" or  outlier; for ""Neolithic"" we also reject if Z>2.58 for steppe ancestry. We label all individuals where non-Ignore individuals are P<0.05 or less after the first is significant at P<0.005 as extreme outliers"	Filter 2 comparison group	P-values from main comparison group (from 1240k data when a 1240k sample, from all samples when a .SG sample)
	I17016	I17016	Pit XVI; GENLAB 28			This study		2226	55	377-178 calBCE (2210±30 BP, SUERC-94984)		England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217		1	5.208603	822075		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S17016.Y1.E1.L1	PASS	..	R-Y11273	U2e1a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.706	0.012	0.505735	0.121	0.386	0.492	0.013	0.017	0.02	24.6	0.505735	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.532906
	I16394	I16394	TB 213; A10.78 (A51.15)			This study		3950	231	2400-1600 BCE		England_C_EBA	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	54.082717	-1.996908		1	0.026603	29633		M	n/a (no relatives detected)	R1b																ss.half	S16394.Y1.E1.L1	PASS	mtcontam=[0.901,0.977]	R-L754	K1c1	Context: Archaeological - Period	1240K	0.0	1.0	1.0	1.0	1.0	England.and.Wales	England.North	C.EBA	0.0	0.621	0.03	0.086572	0.178	0.276	0.546	0.034	0.042	0.053	10.3	0.086572	Do not pool into main transects (<30000 SNPs)	Ignore_England.and.Wales_C.EBA	Ignore_England.North_C.EBA	Ignore_England.and.Wales_C.EBA_highWHG	England.and.Wales_C.EBA	0.366828
	I16400	I16400	TB 220; A10.62			This study		3900	260	2400-1500 BCE		England_C_EBA	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	54.082717	-1.996908		1	0.64206	458289		M	n/a (no relatives detected)	R1b1a1b1a1a2c																ss.half	S16400.Y1.E1.L1	PASS	damage.ss.half=0.077	R-S461	U3a1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.North	C.EBA	0.0	0.63	0.014	0.117115	0.147	0.348	0.505	0.016	0.018	0.023	22.0	0.117115	Use	England.and.Wales_C.EBA	England.North_C.EBA	England.and.Wales_C.EBA	England.and.Wales_C.EBA	0.048276
	I16396	I16396	TB 215; A10.59			This study		3950	231	2400-1600 BCE		England_C_EBA	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	54.082717	-1.996908		1	0.17376	179526		F	n/a (no relatives detected)	n/a (female)																ss.half	S16396.Y1.E1.L1	PASS	qpAdm outlier, damage.ss.half=0.079	n/a (female)	K1a4a1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.North	C.EBA	0.0	0.656	0.015	0.206348	0.131	0.334	0.535	0.017	0.021	0.027	19.8	0.206348	Use	England.and.Wales_C.EBA	England.North_C.EBA	England.and.Wales_C.EBA	England.and.Wales_C.EBA	0.579134
	I16395	I16395	TB 214; A10.60			This study		3950	231	2400-1600 BCE		England_C_EBA	England, North Yorkshire, Grassington, 3 Barrow Sites	United Kingdom	54.082717	-1.996908		1	0.116004	123647		F	n/a (no relatives detected)	n/a (female)																ss.half	S16395.Y1.E1.L1	PASS	..	n/a (female)	U5b1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.North	C.EBA	0.0	0.635	0.018	0.462464	0.131	0.288	0.58	0.02	0.025	0.031	18.7	0.462464	Use	England.and.Wales_C.EBA	England.North_C.EBA	England.and.Wales_C.EBA	England.and.Wales_C.EBA	0.584827
	I16403	I16403	TB 223; F.208			This study		3425	72	1600-1350 BCE		England_MBA	England, North Yorkshire, Cockerham, Elbolton Cave	United Kingdom	54.050362	-1.989273		1	0.586332	427707		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ss.half	S16403.Y1.E1.L1	PASS	damage.ss.half=0.085	R-DF13	K2a	Context: Shares 10cM X chromosome IBD with rath3.SG and also 16 cM X chromosome IBD with I7640	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.North	MBA	0.0	0.662	0.015	0.273386	0.134	0.346	0.52	0.015	0.019	0.023	22.6	0.273386	Use	England.and.Wales_MBA	England.North_MBA	England.and.Wales_MBA	England.and.Wales_MBA	0.488547
	I16380	I16380	TB 179; TRURI 1900-36-13			This study		2329	243	800 BCE - 43 CE		England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809		1	0.436933	367043		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a1a																ss.half	S16380.Y1.E1.L1	PASS	damage.ss.half=0.094	R-BY23924	U4b1a1a1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.65	0.014	0.482286	0.133	0.333	0.533	0.016	0.019	0.024	22.2	0.482286	Use	England.and.Wales_IA	England.Cornwall_IA	England.and.Wales_IA	England.and.Wales_IA	0.072503
	I16388	I16388	TB 201; TRURI 1900-36-11			This study		2329	243	800 BCE - 43 CE		England_IA	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	50.539905	-4.997809		1	0.458569	373303		F	n/a (no relatives detected)	n/a (female)																ss.half	S16388.Y1.E1.L1	PASS	..	n/a (female)	J1c1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.674	0.014	0.804933	0.147	0.384	0.469	0.015	0.018	0.021	22.3	0.804933	Use	England.and.Wales_IA	England.Cornwall_IA	England.and.Wales_IA	England.and.Wales_IA	0.325076
	I16387	I16387	TB 200; 1991.78a.3 (Sk 2200)			This study		2050	116	300 BCE - 100 CE		England_MIA_LIA_lc	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	50.203523	-5.199698		1	0.004138	4781		M	n/a (no relatives detected)	..																ss.half	S16387.Y1.E1.L1	QUESTIONABLE	2500.to.5000.SNPs, sexratio=0.336	..	..	Context: Archaeological - Period	1240K	0.0	0.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	6.6e-05	0.616	0.063	0.157892	0.15	0.369	0.481	0.081	0.084	0.115	4.2	0.157892	Do not pool into main transects (<30000 SNPs + QUESTIONABLE)	Ignore_England.and.Wales_IA	Ignore_England.Cornwall_IA	Ignore_England.and.Wales_IA	England.and.Wales_IA	0.506694
	I16386	I16386	TB 199; 1991.78a.2 (Skeleton 2118)			This study		2050	116	300 BCE - 100 CE		England_MIA_LIA	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	50.203523	-5.199698		1	0.158397	163032		F	n/a (no relatives detected)	n/a (female)																ss.half	S16386.Y1.E1.L1	PASS	..	n/a (female)	T1a1	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.696	0.015	0.708084	0.101	0.371	0.528	0.018	0.022	0.027	19.6	0.708084	Use	England.and.Wales_IA	England.Cornwall_IA	England.and.Wales_IA	England.and.Wales_IA	0.766046
	I16410	I16410	TB 259; 58.535 (1103?)			This study		2226	158	550-1 BCE		Wales_MIA_LIA	Wales, Clwyd, Dinorben	United Kingdom	53.268526	-3.54858		1	0.03461	39168		F	n/a (no relatives detected)	n/a (female)																ss.half	S16410.Y1.E1.L1	QUESTIONABLE	sexratio=0.031, damage.ss.half=0.098, mtcontam=[0.901,0.964]	n/a (female)	T2b	Context: Archaeological - Period	1240K	1.0	0.0	1.0	1.0	1.0	England.and.Wales	Wales.North	IA	0.0	0.651	0.025	0.563995	0.16	0.372	0.468	0.029	0.034	0.043	10.9	0.563995	Do not pool into main transects (QUESTIONABLE)	Ignore_England.and.Wales_IA	Ignore_Wales.North_IA	Ignore_England.and.Wales_IA	England.and.Wales_IA	0.725089
	I16390	I16390	TB 204; 1991.789.7 (Skeleton 3100)			This study		2050	116	300 BCE - 100 CE		England_MIA_LIA_lc	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	50.203523	-5.199698		1	0.012834	14371		F	n/a (no relatives detected)	n/a (female)																ss.half	S16390.Y1.E1.L1	PASS	..	n/a (female)	..	Context: Archaeological - Period	1240K	0.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Cornwall	IA	0.0	0.744	0.04	0.908331	0.061	0.401	0.538	0.044	0.056	0.068	7.9	0.908331	Do not pool into main transects (<30000 SNPs)	Ignore_England.and.Wales_IA	Ignore_England.Cornwall_IA	Ignore_England.and.Wales_IA_lowWHG	England.and.Wales_IA	0.85768
	I17015	I17015	Pit XLVI(b); GENLAB 27			This study		2227	53	380-197 calBCE (2215±27 BP, SUERC-94983)		England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217		1	2.011941	658645		F	n/a (no relatives detected)	n/a (female)																ds.half	S17015.Y1.E1.L1	PASS	..	n/a (female)	H2a2a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.645	0.014	0.533106	0.153	0.363	0.484	0.015	0.017	0.02	24.2	0.533106	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.813839
	I17014	I17014	Pit XVII; GENLAB 26			This study		2227	55	381-179 calBCE (2213±30 BP, SUERC-94982)		England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217		1	2.588718	656603		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S17014.Y1.E1.L1	PASS	mtcontam=[0.946,0.975]	R-DF63	U5b1b1d	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.698	0.012	0.686282	0.136	0.426	0.438	0.013	0.017	0.02	21.9	0.686282	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.085514
	I16514	I16514	SB 589A; 58.535[2]			This study		2226	158	550-1 BCE		Wales_MIA_LIA_lc	Wales, Clwyd, Dinorben	United Kingdom	53.268526	-3.54858		1	0.010731	12375		F	n/a (no relatives detected)	n/a (female)																ds.half	S16514.Y1.E1.L1	QUESTIONABLE	sexratio=0.036, mtcontam=[0.723,0.92]	n/a (female)	HV0	Context: Archaeological - Period	1240K	0.0	0.0	1.0	1.0	1.0	England.and.Wales	Wales.North	IA	0.0	0.627	0.043	0.562161	0.154	0.323	0.523	0.048	0.055	0.069	7.6	0.562161	Do not pool into main transects (<30000 SNPs + QUESTIONABLE)	Ignore_England.and.Wales_IA	Ignore_Wales.North_IA	Ignore_England.and.Wales_IA	England.and.Wales_IA	0.451762
	I18599	I18599	GENLAB381; K2114/H			This study		1924	40	43 calBCE - 110 calCE (1990±25 BP, PSUAMS-7826)		England_LIA	England, Kent, Sittingbourne, Highsted	United Kingdom	51.323295	0.73696		1	2.472694	672015		F	n/a (no relatives detected)	n/a (female)																ds.half	S18599.Y1.E1.L1	PASS	..	n/a (female)	H	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southeast	IA	0.0	0.679	0.013	0.234143	0.126	0.394	0.48	0.014	0.017	0.021	22.9	0.234143	Use	England.and.Wales_IA	England.Southeast_IA	England.and.Wales_IA	England.and.Wales_IA	0.227076
	I18606	I18606	ECP09 SK1772			This study		3770	46	1919-1742 calBCE (3502±28 BP, SUERC-52010)		England_C_EBA	England, East Riding of Yorkshire, Thornholme, East Coast Pipeline (field 10)	United Kingdom	54.09805556	-0.282161111		1	2.676725	676638		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S18606.Y1.E1.L1	PASS	..	R-DF13	K1b1a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.EastYorkshire	C.EBA	0.0	0.669	0.014	0.14888	0.141	0.301	0.557	0.014	0.019	0.022	25.3	0.14888	Use	England.and.Wales_C.EBA	England.EastYorkshire_C.EBA	England.and.Wales_C.EBA	England.and.Wales_C.EBA	0.134421
	I16616	I16616	HA210862 (DUP)			This study		3273	48	1410-1227 calBCE (3057±28 BP, SUERC-95020)		England_MBA	England, Sussex, Brighton, Mile Oak	United Kingdom	50.849209	-0.223278		1	0.014002	16294		F	n/a (no relatives detected)	n/a (female)																ds.half	S16616.Y1.E1.L1	QUESTIONABLE	sexratio=0.034	n/a (female)	H13a1a1	Direct: IntCal20	1240K	0.0	0.0	1.0	1.0	1.0	England.and.Wales	England.Southeast	MBA	0.0	0.606	0.037	0.468015	0.189	0.284	0.528	0.041	0.051	0.063	8.4	0.468015	Do not pool into main transects (<30000 SNPs + QUESTIONABLE)	Ignore_England.and.Wales_MBA	Ignore_England.Southeast_MBA	Ignore_England.and.Wales_MBA	England.and.Wales_MBA	0.176806
	I16593	I16593	GENLAB 32			This study		2228	54	382-197 calBCE (2216±30 BP, SUERC-94990)		England_MIA	England, Somerset, Ham Hill	United Kingdom	50.949985	-2.735842		1	0.030219	34950		F	n/a (no relatives detected)	n/a (female)																ds.half	S16593.Y1.E1.L1	PASS	..	n/a (female)	H7b	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.691	0.027	0.80907	0.106	0.342	0.552	0.03	0.038	0.047	11.7	0.80907	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.714244
	I17262	I17262	SF 94; F. 441			This study		2176	83	357-57 calBCE (2161±32 BP, SUERC-60697)		England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337		1	2.613973	631800		F	n/a (no relatives detected)	n/a (female)																ds.half	S17262.Y1.E1.L1	PASS	..	n/a (female)	T2b	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.651	0.013	0.442536	0.137	0.385	0.478	0.015	0.017	0.022	21.7	0.442536	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.565317
	I16602	I16602	85684; sk62017; GENLAB 277			This study		2455	88	734-403 calBCE (2415±25 BP, SUERC-53042)		England_EIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402		1	0.302992	289905		F	n/a (no relatives detected)	n/a (female)																ds.half	S16602.Y1.E1.L1	PASS	..	n/a (female)	H1aq	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.664	0.014	0.877385	0.14	0.371	0.49	0.016	0.019	0.024	20.4	0.877385	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.933872
	I16596	I16596	Archtemp51; GENLAB 7			This study		2175	101	400-50 BCE		England_MIA_LIA_lc	England, Somerset, Worlebury	United Kingdom	51.357334	-2.988282		1	0.005079	5852		M	n/a (no relatives detected)	..																ds.half	S16596.Y1.E1.L1	PASS	..	..	H3b+16129	Context: Archaeological - Period	1240K	0.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.018403	0.645	0.058	0.166482	0.246	0.477	0.277	0.07	0.086	0.109	2.5	0.166482	Do not pool into main transects (<30000 SNPs)	Ignore_England.and.Wales_IA	Ignore_England.Southwest_IA	Ignore_England.and.Wales_IA_highEEF	England.and.Wales_IA	0.620133
	I17261	I17261	SF 96/2; F. 446			This study		2224	58	372-175 calBCE (2205±32 BP, SUERC-60691)		England_MIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337		1	2.300659	693646		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S17261.Y1.E1.L1	PASS	..	R-DF63	R0a	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.657	0.014	0.81507	0.117	0.415	0.468	0.016	0.017	0.022	21.3	0.81507	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.025162
	I16601	I16601	85680; sk61508; GENLAB 276			This study		2082	68	343-43 calBCE (2111±34 BP, SUERC-49181)		England_MIA_LIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402		1	1.175693	583961		F	n/a (no relatives detected)	n/a (female)																ds.half	S16601.Y1.E1.L1	PASS	..	n/a (female)	H17	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.682	0.013	0.478921	0.139	0.384	0.477	0.014	0.018	0.021	22.7	0.478921	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.55191
	I16611	I16611	SF 96/2; F. 455B			This study		2267	63	401-208 calBCE (2279±31 BP, SUERC-60688)		England_MIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337		1	0.30861	295409		M	n/a (no relatives detected)	R1b1a1b1a1a2c1a5b1a1a2																ds.half	S16611.Y1.E1.L1	PASS	..	R-Y12651	H1c	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.673	0.015	0.318281	0.131	0.356	0.513	0.016	0.02	0.024	21.4	0.318281	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.842133
	I17263	I17263	DA 75; Deposit 27; Pit 807			This study		2114	75	346-52 calBCE (2133±26 BP, OxA-25958)		England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093		1	2.311133	667505		F	n/a (no relatives detected)	n/a (female)																ds.half	S17263.Y1.E1.L1	PASS	..	n/a (female)	J1c1c	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.656	0.013	0.657498	0.158	0.415	0.427	0.015	0.016	0.021	20.3	0.657498	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.098009
	I16619	I16619	R3428			This study		2198	75	361-106 calBCE (2173±31 BP, SUERC-76361)		England_MIA_LIA	England, Sussex, Brighton, Bevendean	United Kingdom	50.839112	-0.097013		1	0.060907	69334		M	n/a (no relatives detected)	R1b1a1b																ds.half	S16619.Y1.E1.L1	PASS	..	R-M269	H49	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southeast	IA	0.0	0.661	0.022	0.435922	0.093	0.377	0.53	0.026	0.028	0.037	14.3	0.435922	Use	England.and.Wales_IA	England.Southeast_IA	England.and.Wales_IA	England.and.Wales_IA	0.858306
	I16609	I16609	SF 96; F. 443			This study		2079	63	341-46 calBCE (2111±31 BP, SUERC-60702)		England_MIA_LIA	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	51.140932	-1.598337		1	0.022045	25819		M	n/a (no relatives detected)	F																ds.half	S16609.Y1.E1.L1	PASS	..	F	J1c2e	Direct: IntCal20	1240K	0.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.642	0.028	0.390299	0.206	0.406	0.388	0.034	0.041	0.053	7.3	0.390299	Do not pool into main transects (<30000 SNPs)	Ignore_England.and.Wales_IA	Ignore_England.Southwest_IA	Ignore_England.and.Wales_IA_lowSteppe	England.and.Wales_IA	0.290712
	I16595	I16595	Pit 21; GENLAB 51			This study		2236	55	387-204 calBCE (2238±27 BP, SUERC-95000)		England_MIA	England, Wiltshire, Longbridge Deverill, Cow Down	United Kingdom	51.163778	-2.162783		1	0.078409	87827		F	n/a (no relatives detected)	n/a (female)																ds.half	S16595.Y1.E1.L1	PASS	..	n/a (female)	T2b9	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.68	0.019	0.08378	0.147	0.384	0.469	0.021	0.027	0.033	14.2	0.08378	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.510528
	I17260	I17260	NB 92; P.232 (1); Tr. 2			This study		2550	115	800-400 BCE		England_EIA	England, Hampshire, Stockbridge, New Buildings	United Kingdom	51.136489	-1.494026		1	2.681443	671922		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S17260.Y1.E1.L1	PASS	..	R-Z251	U5a1a2a	Context: Date(s) from same site (I17258, I17259)	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.674	0.014	0.498345	0.148	0.365	0.487	0.014	0.017	0.02	24.4	0.498345	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.51814
	I16599	I16599	85680; sk61394; GENLAB 274			This study		2295	63	411-208 calBCE (2303±34 BP, SUERC-49183)		England_MIA	England, Wiltshire, Amesbury Down	United Kingdom	51.168023	-1.7725402		1	0.536611	402944		M	n/a (no relatives detected)	R1b1a1b1a1a2c1																ds.half	S16599.Y1.E1.L1	PASS	..	R-DF13	T2b1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.655	0.014	0.624688	0.155	0.364	0.482	0.015	0.018	0.021	23.0	0.624688	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.36783
	I16613	I16613	DA 76; Deposit 33; Pit 923			This study		2148	83	351-54 calBCE (2147±26 BP, OxA-25954)		England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093		1	0.014288	16694		M	n/a (no relatives detected)	F																ds.half	S16613.Y1.E1.L1	PASS	..	F	J1b1a1	Direct: IntCal20	1240K	0.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.654	0.036	0.860547	0.183	0.389	0.428	0.039	0.05	0.061	7.0	0.860547	Do not pool into main transects (<30000 SNPs)	Ignore_England.and.Wales_IA	Ignore_England.Southwest_IA	Ignore_England.and.Wales_IA	England.and.Wales_IA	0.166113
	I17259	I17259	NB 92; F.117 (2); Tr. 2			This study		2438	77	725-400 calBCE (2405±25 BP, SUERC-66078)		England_EIA	England, Hampshire, Stockbridge, New Buildings	United Kingdom	51.136489	-1.494026		1	2.410841	651355		M	n/a (no relatives detected)	I2a1b1b																ds.half	S17259.Y1.E1.L1	PASS	..	I-PF692	H5a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.66	0.013	0.005391	0.16	0.398	0.443	0.014	0.017	0.021	21.1	0.005391	Use	Ignore_England.and.Wales_IA	Ignore_England.Southwest_IA	Ignore_England.and.Wales_IA	England.and.Wales_IA	0.006291
	I16591	I16591	Pit A; GENLAB 23			This study		2311	53	408-232 calBCE (2305±27 BP, SUERC-94979)		England_MIA	England, Somerset, Christon, Dibbles Farm	United Kingdom	51.313891	-2.885217		1	0.213311	219842		M	n/a (no relatives detected)	R1b1a1b																ds.half	S16591.Y1.E1.L1	PASS	..	R-M269	H13a1a1	Direct: IntCal20	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.698	0.014	0.11606	0.119	0.39	0.491	0.016	0.02	0.025	19.6	0.11606	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.22236
	I17267	I17267	DA 76; Deposit 40; Pit 923			This study		2225	101	450-100 BCE		England_MIA_LIA	England, Hampshire, Nether Wallop, Danebury	United Kingdom	51.138291	-1.53093		1	2.605157	679016		F	n/a (no relatives detected)	n/a (female)																ds.half	S17267.Y1.E1.L1	PASS	..	n/a (female)	V	Context: Archaeological - Period	1240K	1.0	1.0	1.0	1.0	1.0	England.and.Wales	England.Southwest	IA	0.0	0.648	0.013	0.766295	0.15	0.378	0.471	0.015	0.017	0.021	22.4	0.766295	Use	England.and.Wales_IA	England.Southwest_IA	England.and.Wales_IA	England.and.Wales_IA	0.6723
